title,price,currency,price_uf,price_clp,first_seen_price,uf_per_m2,zona_uf_m2,bedrooms,bedrooms_n,bathrooms,bathrooms_n,m2,m2_utiles,seller,tienda_oficial,location,barrio,property_kind,operation,property_type,comuna,listing_id,source,publicado_hace,publicado_fecha_est,first_seen_date,last_seen_date,days_published,delisted_date,url,parking,gastos_comunes_clp,enriched_date,bodegas,antiguedad_anos,m2_totales,m2_terraza,piso_unidad,pisos_edificio,deptos_por_piso,orientacion,lat,lng,finished_date
Moderno Depto Con Excelente Conectividad (181342),1990,CLF,1990.0,81344056.0,1990.0,47.38,82.0,2 dormitorios,2.0,2 baños,2.0,42 m² útiles,42.0,,False,"Argomedo 390, Santa Isabel, Santiago",Santa Isabel,usada,venta,departamento,santiago-metropolitana,MLC2215974137,portalinmobiliario,hoy,2026-09-03,2026-09-03,2026-09-03,1,,https://www.portalinmobiliario.com/MLC-2215974137-moderno-depto-con-excelente-conectividad-181342-_JM,0.0,95000.0,2026-09-03,0.0,18.0,46.0,4.0,2.0,25.0,7.0,O,-33.4503501,-70.63852,
"Studio, Monoambiente, A 5 Cuadras Del Metro U De Chile",33000000,CLP,807.3,33000000.0,33000000.0,47.49,74.0,1 dormitorio,1.0,1 baño,1.0,17 m² útiles,17.0,,False,"Serrano 345, Santiago, San Diego, Santiago",San Diego,usada,venta,departamento,santiago-metropolitana,MLC2214541009,portalinmobiliario,hoy,2026-09-03,2026-09-03,2026-09-03,1,,https://www.portalinmobiliario.com/MLC-2214541009-studio-monoambiente-a-5-cuadras-del-metro-u-de-chile-_JM,0.0,35000.0,2026-09-03,0.0,18.0,17.0,,6.0,1.0,8.0,S,-33.4494215,-70.6485375,
"Depto Mariposa Metro Cumming 2d, 2b, Bodega",2000,CLF,2000.0,81752820.0,2000.0,47.62,66.0,2 dormitorios,2.0,2 baños,2.0,42 m² útiles,42.0,,False,"Compañía De Jesus, 2573, Barrio Yungay, Santiago",Barrio Yungay,usada,venta,departamento,santiago-metropolitana,MLC2215980859,portalinmobiliario,hoy,2026-09-03,2026-09-03,2026-09-03,1,,https://www.portalinmobiliario.com/MLC-2215980859-depto-mariposa-metro-cumming-2d-2b-bodega-_JM,0.0,90000.0,2026-09-03,1.0,13.0,42.0,,1.0,1.0,,S,-33.4406096,-70.671708,
Liquidacion Departamento En Venta De 1 Dorm. En Santiago,1484,CLF,1484.0,60660592.0,1484.0,47.87,,1 dormitorio,1.0,1 baño,1.0,31 m² útiles,31.0,,False,"Av Vicuña Mackenna 1231, Bogotá - Sierra Bella, Santiago",Bogotá - Sierra Bella,usada,venta,departamento,santiago-metropolitana,MLC4445107644,portalinmobiliario,,,2026-09-03,2026-09-03,1,,https://www.portalinmobiliario.com/MLC-4445107644-liquidacion-departamento-en-venta-de-1-dorm-en-santiago-_JM,,,,,,,,,,,,,,
Venta Departamento Santiago Sta Isabel 1 Dormitorio,1350,CLF,1350.0,55183154.0,1350.0,48.21,82.0,1 dormitorio,1.0,1 baño,1.0,28 m² útiles,28.0,Fuenzalida Santiago Centro,True,"Vicuña Mackenna / Argomedo, Santa Isabel, Santiago",Santa Isabel,usada,venta,departamento,santiago-metropolitana,MLC2215999835,portalinmobiliario,hoy,2026-09-03,2026-09-03,2026-09-03,1,,https://www.portalinmobiliario.com/MLC-2215999835-venta-departamento-santiago-sta-isabel-1-dormitorio-_JM,0.0,60500.0,2026-09-03,0.0,19.0,29.0,1.0,18.0,24.0,,N,-33.4492047,-70.6320659,
Depa 2d/2b  En Santiago Centro | A Pasos De Metro Toesca Y P,2275,CLF,2275.0,92993833.0,2275.0,48.4,74.0,2 dormitorios,2.0,2 baños,2.0,47 m² útiles,47.0,,False,"San Ignacio De Loyola 824, Parque Almagro, Santiago",Parque Almagro,usada,venta,departamento,santiago-metropolitana,MLC2214538123,portalinmobiliario,hoy,2026-09-03,2026-09-03,2026-09-03,1,,https://www.portalinmobiliario.com/MLC-2214538123-depa-2d2b-en-santiago-centro-a-pasos-de-metro-toesca-y-p-_JM,0.0,83000.0,2026-09-03,1.0,,48.0,1.0,,17.0,,,-33.4567063,-70.6556007,
La Minga - Departamento 2d/1b Bodega  Terraza Parque Almagro,1990,CLF,1990.0,81344056.0,1990.0,48.54,74.0,2 dormitorios,2.0,1 baño,1.0,41 m² útiles,41.0,,False,"Av. Sta. Isabel 900 - 1200, Santiago, San Diego, Santiago",San Diego,usada,venta,departamento,santiago-metropolitana,MLC4443885724,portalinmobiliario,hoy,2026-09-03,2026-09-03,2026-09-03,1,,https://www.portalinmobiliario.com/MLC-4443885724-la-minga-departamento-2d1b-bodega-terraza-parque-almagro-_JM,0.0,70000.0,2026-09-03,1.0,18.0,43.0,2.0,21.0,23.0,,,-33.450837,-70.6486408,
Departamento Un Dormitorio Parque De Los Reyes,59800000,CLP,1462.9,59800000.0,59800000.0,48.76,66.0,1 dormitorio,1.0,1 baño,1.0,30 m² útiles,30.0,,False,"Avenida Ricardo Cumming, 1350, Parque Los Reyes, Santiago",Parque Los Reyes,usada,venta,departamento,santiago-metropolitana,MLC4444270434,portalinmobiliario,hoy,2026-09-03,2026-09-03,2026-09-03,1,,https://www.portalinmobiliario.com/MLC-4444270434-departamento-un-dormitorio-parque-de-los-reyes-_JM,0.0,58000.0,2026-09-03,0.0,20.0,32.0,2.0,19.0,1.0,8.0,S,-33.4293733,-70.6697273,
General Gana / Santiago,80000000,CLP,1957.1,80000000.0,80000000.0,48.93,72.0,2 dormitorios,2.0,1 baño,1.0,40 m² útiles,40.0,,False,"GENERAL GANA / SANTIAGO, Franklin - Biobío, Santiago",Franklin - Biobío,usada,venta,departamento,santiago-metropolitana,MLC4443911002,portalinmobiliario,hoy,2026-09-03,2026-09-03,2026-09-03,1,,https://www.portalinmobiliario.com/MLC-4443911002-general-gana-santiago-_JM,1.0,80000.0,2026-09-03,1.0,10.0,40.0,,23.0,,,NOSP,-33.470817,-70.645453,
Departamento En Venta | Barrio Yungay | 2d + 1b | Con Patio.,115000000,CLP,2813.4,115000000.0,115000000.0,49.36,48.0,2 dormitorios,2.0,1 baño,1.0,57 m² útiles,57.0,,False,"., Barrio Yungay, Santiago",Barrio Yungay,usada,venta,departamento,santiago-metropolitana,MLC4443904782,portalinmobiliario,hoy,2026-09-03,2026-09-03,2026-09-03,1,,https://www.portalinmobiliario.com/MLC-4443904782-departamento-en-venta-barrio-yungay-2d-1b-con-patio-_JM,0.0,27000.0,2026-09-03,0.0,47.0,87.0,,1.0,,,O,-33.4426153,-70.6726367,
"Vendo 1d1b  Ideal Inversión, Metro Parque Almagro",73000000,CLP,1785.9,73000000.0,73000000.0,49.61,82.0,1 dormitorio,1.0,1 baño,1.0,36 m² útiles,36.0,,False,"Avenida Santa Isabel, 700, Santa Isabel, Santiago",Santa Isabel,usada,venta,departamento,santiago-metropolitana,MLC2215996945,portalinmobiliario,hoy,2026-09-03,2026-09-03,2026-09-03,1,,https://www.portalinmobiliario.com/MLC-2215996945-vendo-1d1b-ideal-inversion-metro-parque-almagro-_JM,0.0,0.0,2026-09-03,0.0,16.0,36.0,3.0,17.0,17.0,15.0,O,-33.4504142,-70.6431002,
Oportunidad 2d+2b+1e+1b Santiago Centro,2790,CLF,2790.0,114045184.0,2790.0,49.82,54.0,2 dormitorios,2.0,2 baños,2.0,56 m² útiles,56.0,REMAX PREMIER,True,"San Francisco, 1 - 300, Bulnes, Santiago",Bulnes,usada,venta,departamento,santiago-metropolitana,MLC2214540267,portalinmobiliario,hoy,2026-09-03,2026-09-03,2026-09-03,1,,https://www.portalinmobiliario.com/MLC-2214540267-oportunidad-2d2b1e1b-santiago-centro-_JM,1.0,130000.0,2026-09-03,1.0,14.0,56.0,,,,,SP,-33.4481652,-70.6475115,
Nataniel Cox/copiapó,2990,CLF,2990.0,122220466.0,2990.0,49.83,54.0,3 dormitorios,3.0,1 baño,1.0,60 m² útiles,60.0,,False,"Nataniel Cox 600 - 900, Santiago, Parque Almagro, Santiago",Parque Almagro,usada,venta,departamento,santiago-metropolitana,MLC4444273492,portalinmobiliario,hace 1 año,2025-09-03,2026-09-03,2026-09-03,1,,https://www.portalinmobiliario.com/MLC-4444273492-nataniel-coxcopiapo-_JM,1.0,130000.0,2026-09-03,1.0,17.0,64.0,4.0,6.0,12.0,8.0,O,-33.4561816,-70.6519869,
Acogedor Dpto. 2d Piso 8 Con Áreas Comunes Y Seguridad,87000000,CLP,2128.4,87000000.0,87000000.0,50.68,74.0,2 dormitorios,2.0,1 baño,1.0,42 m² útiles,42.0,Coldwell Banker,True,"Ejército - Toesca, Santiago",Ejército - Toesca,usada,venta,departamento,santiago-metropolitana,MLC2215996713,portalinmobiliario,hoy,2026-09-03,2026-09-03,2026-09-03,1,,https://www.portalinmobiliario.com/MLC-2215996713-acogedor-dpto-2d-piso-8-con-areas-comunes-y-seguridad-_JM,0.0,70000.0,2026-09-03,0.0,26.0,42.0,,8.0,,,O,-33.4516226,-70.6633041,
A Cuadras Del Metro U. De Chile (116086),2300,CLF,2300.0,94015743.0,2300.0,51.11,74.0,2 dormitorios,2.0,1 baño,1.0,45 m² útiles,45.0,,False,"Serrano, Bulnes, Santiago",Bulnes,usada,venta,departamento,santiago-metropolitana,MLC4445080854,portalinmobiliario,hoy,2026-09-03,2026-09-03,2026-09-03,1,,https://www.portalinmobiliario.com/MLC-4445080854-a-cuadras-del-metro-u-de-chile-116086-_JM,0.0,60000.0,2026-09-03,0.0,12.0,45.0,,12.0,27.0,16.0,P,-33.448088,-70.6486044,
Venta Departamento En Santiago Metro Irarrazaval,1590,CLF,1590.0,64993492.0,1590.0,51.29,82.0,1 dormitorio,1.0,1 baño,1.0,31 m² útiles,31.0,,False,"Avenida Vicuña Mackenna, 881, Barrio Diez De Julio, Santiago",Barrio Diez De Julio,usada,venta,departamento,santiago-metropolitana,MLC4443891222,portalinmobiliario,hoy,2026-09-03,2026-09-03,2026-09-03,1,,https://www.portalinmobiliario.com/MLC-4443891222-venta-departamento-en-santiago-metro-irarrazaval-_JM,0.0,70000.0,2026-09-03,0.0,14.0,31.0,,18.0,23.0,8.0,,-33.4530321,-70.6308303,
Venta Departamento 2d/2b + Est + Bg.,2800,CLF,2800.0,114453948.0,2800.0,51.85,61.0,2 dormitorios,2.0,2 baños,2.0,54 m² útiles,54.0,REMAX EXCLUSIVE,True,"Padre Orellana, 1500 - 1800, Bogotá - Sierra Bella, Santiago",Bogotá - Sierra Bella,usada,venta,departamento,santiago-metropolitana,MLC2214552029,portalinmobiliario,hoy,2026-09-03,2026-09-03,2026-09-03,1,,https://www.portalinmobiliario.com/MLC-2214552029-venta-departamento-2d2b-est-bg-_JM,1.0,80000.0,2026-09-03,1.0,11.0,57.0,,,,,N,-33.4658455,-70.6298452,
Oferta-oportunidad-dpto-santiago Centro,2500,CLF,2500.0,102191025.0,2500.0,52.08,74.0,2 dormitorios,2.0,1 baño,1.0,48 m² útiles,48.0,True Home,True,"Lord Cochrane, 1 - 300, Bulnes, Santiago",Bulnes,usada,venta,departamento,santiago-metropolitana,MLC4443886534,portalinmobiliario,hoy,2026-09-03,2026-09-03,2026-09-03,1,,https://www.portalinmobiliario.com/MLC-4443886534-oferta-oportunidad-dpto-santiago-centro-_JM,1.0,60000.0,2026-09-03,0.0,17.0,48.0,,,,,SO,-33.4496607,-70.6549751,
"Metro Parque Almagro, Amplio Departamento (66837)",69000000,CLP,1688.0,69000000.0,69000000.0,52.75,,1 dormitorio,1.0,1 baño,1.0,32 m² útiles,32.0,,False,"Lord Cochrane 220, Santiago, Chile, Bulnes, Santiago",Bulnes,usada,venta,departamento,santiago-metropolitana,MLC4445107228,portalinmobiliario,,,2026-09-03,2026-09-03,1,,https://www.portalinmobiliario.com/MLC-4445107228-metro-parque-almagro-amplio-departamento-66837-_JM,,,,,,,,,,,,,,
Oportunidad De Inversión A Pasos Del Metro (149293),80000000,CLP,1957.1,80000000.0,80000000.0,52.89,73.0,1 dormitorio,1.0,1 baño,1.0,37 m² útiles,37.0,,False,"Morandé, Centro Histórico De Santiago, Santiago",Centro Histórico De Santiago,usada,venta,departamento,santiago-metropolitana,MLC4445080592,portalinmobiliario,hoy,2026-09-03,2026-09-03,2026-09-03,1,,https://www.portalinmobiliario.com/MLC-4445080592-oportunidad-de-inversion-a-pasos-del-metro-149293-_JM,1.0,80000.0,2026-09-03,1.0,16.0,37.0,,7.0,18.0,10.0,N,-33.435233,-70.6542736,
Departamento En Venta De 2 Dorm. En Santiago,91000000,CLP,2226.2,91000000.0,91000000.0,53.0,74.0,2 dormitorios,2.0,1 baño,1.0,42 m² útiles,42.0,,False,"José Miguel Carrera, Ejército - Toesca, Santiago",Ejército - Toesca,usada,venta,departamento,santiago-metropolitana,MLC4445107432,portalinmobiliario,hoy,2026-09-03,2026-09-03,2026-09-03,1,,https://www.portalinmobiliario.com/MLC-4445107432-departamento-en-venta-de-2-dorm-en-santiago-_JM,0.0,80000.0,2026-09-03,0.0,0.0,42.0,,,,,,-33.4516226,-70.6633041,
Se Vende Depto 1dor 1baño Metro Bellas Artes Se Reciben Ofer,65000000,CLP,1590.2,65000000.0,65000000.0,53.01,73.0,,,1 baño,1.0,30 m² útiles,30.0,,False,"Santa Domingo Con Enrique Mac Iver, Centro Histórico De Santiago, Santiago",Centro Histórico De Santiago,usada,venta,departamento,santiago-metropolitana,MLC2214551587,portalinmobiliario,hoy,2026-09-03,2026-09-03,2026-09-03,1,,https://www.portalinmobiliario.com/MLC-2214551587-se-vende-depto-1dor-1bano-metro-bellas-artes-se-reciben-ofer-_JM,0.0,680000.0,2026-09-03,0.0,3.0,30.0,,1.0,20.0,6.0,N,-33.4359177,-70.6480306,
Departamento 1 Dormitorio Y Bodega Portugal Metro Irarrazava,1550,CLF,1550.0,63358436.0,1550.0,53.45,82.0,1 dormitorio,1.0,1 baño,1.0,29 m² útiles,29.0,,False,"Portugal, 990, Barrio Diez De Julio, Santiago",Barrio Diez De Julio,usada,venta,departamento,santiago-metropolitana,MLC2215969399,portalinmobiliario,hoy,2026-09-03,2026-09-03,2026-09-03,1,,https://www.portalinmobiliario.com/MLC-2215969399-departamento-1-dormitorio-y-bodega-portugal-metro-irarrazava-_JM,0.0,50000.0,2026-09-03,1.0,12.0,32.0,3.0,3.0,1.0,8.0,N,-33.4551181,-70.6334895,
Venta Departamento En Primer Piso Manuel Montt 4 Dormitorios,9700,CLF,9700.0,396501177.0,9700.0,53.89,,4 dormitorios,4.0,3 baños,3.0,180 m² totales,180.0,,False,"Bilbao Con Manuel Montt, Inés De Suárez, Providencia",Inés De Suárez,usada,venta,departamento,providencia-metropolitana,MLC4444359296,portalinmobiliario,,,2026-09-03,2026-09-03,1,,https://www.portalinmobiliario.com/MLC-4444359296-venta-departamento-en-primer-piso-manuel-montt-4-dormitorios-_JM,,,,,,,,,,,,,,
Depto Vta Barrio Yungay Con Patio,183000000,CLP,4476.9,183000000.0,183000000.0,53.94,50.0,3 dormitorios,3.0,1 baño,1.0,83 m² útiles,83.0,,False,"DEPTO VTA BARRIO YUNGAY CON PATIO, Barrio Yungay, Santiago",Barrio Yungay,usada,venta,departamento,santiago-metropolitana,MLC2215986983,portalinmobiliario,hoy,2026-09-03,2026-09-03,2026-09-03,1,,https://www.portalinmobiliario.com/MLC-2215986983-depto-vta-barrio-yungay-con-patio-_JM,1.0,,2026-09-03,0.0,0.0,110.0,,1.0,,,O,-33.4391945,-70.6742835,
Ideal Inversionista | Estudio 25 M² A 100 M Metro Santa Ana,1350,CLF,1350.0,55183154.0,1350.0,54.0,73.0,1 dormitorio,1.0,1 baño,1.0,25 m² útiles,25.0,,False,"Catedral 1402, Santiago, Chile, Centro Histórico De Santiago, Santiago",Centro Histórico De Santiago,usada,venta,departamento,santiago-metropolitana,MLC4444429240,portalinmobiliario,hoy,2026-09-03,2026-09-03,2026-09-03,1,,https://www.portalinmobiliario.com/MLC-4444429240-ideal-inversionista-estudio-25-m-a-100-m-metro-santa-ana-_JM,0.0,60000.0,2026-09-03,0.0,,,,18.0,25.0,10.0,S,-33.4380374,-70.6569667,
Departamento En Venta En Las Condes,115000000,CLP,2813.4,115000000.0,115000000.0,54.1,118.0,3 dormitorios,3.0,1 baño,1.0,52 m² totales,52.0,,False,"Vital Apoquindo, El Remanso, Las Condes",El Remanso,usada,venta,departamento,las-condes-metropolitana,MLC4445081260,portalinmobiliario,hoy,2026-09-03,2026-09-03,2026-09-03,1,,https://www.portalinmobiliario.com/MLC-4445081260-departamento-en-venta-en-las-condes-_JM,1.0,0.0,2026-09-03,1.0,46.0,52.0,,4.0,5.0,4.0,O,-33.4245801,-70.5276586,
Venta Departamento 5 Dormitorios Con Patio Y Dos Terrazas,29000,CLF,29000.0,1185415890.0,29000.0,54.21,,5 dormitorios,5.0,5 baños,5.0,535 m² totales,535.0,,False,"San Carlos De Apoquindo, San Carlos De Apoquindo, Las Condes",San Carlos De Apoquindo,usada,venta,departamento,las-condes-metropolitana,MLC4444441282,portalinmobiliario,,,2026-09-03,2026-09-03,1,,https://www.portalinmobiliario.com/MLC-4444441282-venta-departamento-5-dormitorios-con-patio-y-dos-terrazas-_JM,,,,,,,,,,,,,,
Depto Estudio Basilica De La Merced,1250,CLF,1250.0,51095513.0,1250.0,54.35,73.0,1 dormitorio,1.0,1 baño,1.0,23 m² útiles,23.0,,False,"Merced 600 - 900, Santiago, Centro Histórico De Santiago, Santiago",Centro Histórico De Santiago,usada,venta,departamento,santiago-metropolitana,MLC2215982801,portalinmobiliario,hoy,2026-09-03,2026-09-03,2026-09-03,1,,https://www.portalinmobiliario.com/MLC-2215982801-depto-estudio-basilica-de-la-merced-_JM,0.0,60000.0,2026-09-03,0.0,19.0,23.0,,10.0,1.0,12.0,S,-33.4378342,-70.6472183,
"Metro Republica - 3d,2b,1est,1bod",3700,CLF,3700.0,151242717.0,3700.0,54.41,48.0,3 dormitorios,3.0,2 baños,2.0,68 m² útiles,68.0,,False,"Almirante Latorre 59, Santiago, Chile, Barrio República, Santiago",Barrio República,usada,venta,departamento,santiago-metropolitana,MLC4445114972,portalinmobiliario,hoy,2026-09-03,2026-09-03,2026-09-03,1,,https://www.portalinmobiliario.com/MLC-4445114972-metro-republica-3d2b1est1bod-_JM,1.0,120000.0,2026-09-03,2.0,,68.0,3.0,8.0,,,P,-33.4485324,-70.6652227,
Oportunidad 2d 1b + Estacionamiento + Bodega,84900000,CLP,2077.0,84900000.0,84900000.0,54.66,82.0,2 dormitorios,2.0,1 baño,1.0,38 m² útiles,38.0,REMAX EXCLUSIVE,True,"Portugal, 981, Barrio Diez De Julio, Santiago",Barrio Diez De Julio,usada,venta,departamento,santiago-metropolitana,MLC4443889944,portalinmobiliario,hoy,2026-09-03,2026-09-03,2026-09-03,1,,https://www.portalinmobiliario.com/MLC-4443889944-oportunidad-2d-1b-estacionamiento-bodega-_JM,1.0,80000.0,2026-09-03,1.0,16.0,40.0,,3.0,20.0,16.0,N,-33.4549836,-70.6337372,
Lindo Depto. Venta En Portugal Con Copiapo - Id 41023,1975,CLF,1975.0,80730910.0,1975.0,54.86,82.0,2 dormitorios,2.0,2 baños,2.0,36 m² útiles,36.0,,False,"Portugal 600 - 900, Santiago, Barrio Diez De Julio, Santiago",Barrio Diez De Julio,usada,venta,departamento,santiago-metropolitana,MLC2214552733,portalinmobiliario,hoy,2026-09-03,2026-09-03,2026-09-03,1,,https://www.portalinmobiliario.com/MLC-2214552733-lindo-depto-venta-en-portugal-con-copiapo-id-41023-_JM,0.0,55000.0,2026-09-03,0.0,,37.0,1.0,7.0,,,N,-33.4529614,-70.6343431,
En Venta Departamento Studio,1650,CLF,1650.0,67446076.0,1650.0,55.0,82.0,1 dormitorio,1.0,1 baño,1.0,30 m² útiles,30.0,,False,"Av. Vicuña Mackenna 1231, Ñuñoa, Santiago, Bogotá - Sierra Bella, Santiago",Bogotá - Sierra Bella,usada,venta,departamento,santiago-metropolitana,MLC2215973297,portalinmobiliario,hoy,2026-09-03,2026-09-03,2026-09-03,1,,https://www.portalinmobiliario.com/MLC-2215973297-en-venta-departamento-studio-_JM,0.0,30000.0,2026-09-03,0.0,6.0,30.0,,16.0,20.0,6.0,SP,-33.4573515,-70.6295642,
"377 M2| 5d,4b,2est,1bod+patio - Oportunidad Unica",13990,CLF,13990.0,571860976.0,13990.0,55.3,,5 dormitorios,5.0,4 baños,4.0,253 m² útiles,253.0,,False,"Avenida El Bosque 379, Providencia, Chile, Las Lilas, Providencia",Las Lilas,usada,venta,departamento,providencia-metropolitana,MLC2214552683,portalinmobiliario,,,2026-09-03,2026-09-03,1,,https://www.portalinmobiliario.com/MLC-2214552683-377-m2-5d4b2est1bodpatio-oportunidad-unica-_JM,,,,,,,,,,,,,,
"377 M2| 5d,4b,2est,1bod+patio - Oportunidad Unica",13990,CLF,13990.0,571860976.0,13990.0,55.3,,5 dormitorios,5.0,4 baños,4.0,253 m² útiles,253.0,,False,"Avenida El Bosque 379, Providencia, Chile, Las Lilas, Providencia",Las Lilas,usada,venta,departamento,providencia-metropolitana,MLC4445088638,portalinmobiliario,,,2026-09-03,2026-09-03,1,,https://www.portalinmobiliario.com/MLC-4445088638-377-m2-5d4b2est1bodpatio-oportunidad-unica-_JM,,,,,,,,,,,,,,
Departamento De 2h En Santiago Centro,52000000,CLP,1272.1,52000000.0,52000000.0,55.31,68.0,2 dormitorios,2.0,1 baño,1.0,23 m² útiles,23.0,,False,"Gorbea, Barrio República, Santiago",Barrio República,usada,venta,departamento,santiago-metropolitana,MLC4445081594,portalinmobiliario,hoy,2026-09-03,2026-09-03,2026-09-03,1,,https://www.portalinmobiliario.com/MLC-4445081594-departamento-de-2h-en-santiago-centro-_JM,0.0,50000.0,2026-09-03,0.0,0.0,23.0,,8.0,,,N,-33.453954,-70.6716768,
Liq. Bancaria | Tasa Bajo Mercado | 10% Pie | Recibe Ofertas,3060,CLF,3060.0,125081815.0,3060.0,55.64,65.0,1 dormitorio,1.0,1 baño,1.0,55 m² útiles,55.0,,False,"Lira 238, Santiago, Santa Isabel, Santiago",Santa Isabel,usada,venta,departamento,santiago-metropolitana,MLC2214539943,portalinmobiliario,hoy,2026-09-03,2026-09-03,2026-09-03,1,,https://www.portalinmobiliario.com/MLC-2214539943-liq-bancaria-tasa-bajo-mercado-10-pie-recibe-ofertas-_JM,0.0,130000.0,2026-09-03,0.0,17.0,61.0,5.0,10.0,11.0,8.0,O,-33.4463624,-70.6398354,
En Venta Dpto Precio Rebajado De 3300 Uf A 2950uf,2950,CLF,2950.0,120585410.0,2950.0,55.66,54.0,2 dormitorios,2.0,1 baño,1.0,53 m² útiles,53.0,,False,"Avenida Santa Isabel, 1111, Parque Almagro, Santiago",Parque Almagro,usada,venta,departamento,santiago-metropolitana,MLC4445111114,portalinmobiliario,hoy,2026-09-03,2026-09-03,2026-09-03,1,,https://www.portalinmobiliario.com/MLC-4445111114-en-venta-dpto-precio-rebajado-de-3300-uf-a-2950uf-_JM,1.0,0.0,2026-09-03,1.0,16.0,54.0,,17.0,21.0,,O,-33.4515566,-70.6536885,
Moderno Dpto. Arturo Prat. Metro Matta (174107),3290,CLF,3290.0,134483389.0,3290.0,55.76,54.0,2 dormitorios,2.0,2 baños,2.0,59 m² útiles,59.0,,False,"Arturo Prat 1312, Santiago, Chile, Parque O'Higgins, Santiago",Parque O'Higgins,usada,venta,departamento,santiago-metropolitana,MLC4445092184,portalinmobiliario,hoy,2026-09-03,2026-09-03,2026-09-03,1,,https://www.portalinmobiliario.com/MLC-4445092184-moderno-dpto-arturo-prat-metro-matta-174107-_JM,1.0,140000.0,2026-09-03,0.0,9.0,61.0,2.0,15.0,17.0,12.0,SP,-33.4624975,-70.6468301,
Departamento En Venta De 1 Dorm. En Santiago,63900000,CLP,1563.2,63900000.0,63900000.0,55.83,71.0,1 dormitorio,1.0,1 baño,1.0,28 m² útiles,28.0,,False,"Mapocho, Centro Histórico De Santiago, Santiago",Centro Histórico De Santiago,usada,venta,departamento,santiago-metropolitana,MLC4445107286,portalinmobiliario,hoy,2026-09-03,2026-09-03,2026-09-03,1,,https://www.portalinmobiliario.com/MLC-4445107286-departamento-en-venta-de-1-dorm-en-santiago-_JM,0.0,45000.0,2026-09-03,0.0,13.0,29.0,1.0,13.0,31.0,10.0,,-33.432297,-70.6595177,
Departamento En Venta 1d 1b - Monjitas,1900,CLF,1900.0,77665179.0,1900.0,55.88,73.0,1 dormitorio,1.0,1 baño,1.0,34 m² útiles,34.0,,False,"Monjitas, 738, Centro Histórico De Santiago, Santiago",Centro Histórico De Santiago,usada,venta,departamento,santiago-metropolitana,MLC2214549651,portalinmobiliario,hoy,2026-09-03,2026-09-03,2026-09-03,1,,https://www.portalinmobiliario.com/MLC-2214549651-departamento-en-venta-1d-1b-monjitas-_JM,0.0,60000.0,2026-09-03,0.0,16.0,34.0,,,28.0,,N,-33.436739,-70.6479839,
Oportunidad Departamento En Santiago,1900,CLF,1900.0,77665179.0,1900.0,55.88,73.0,1 dormitorio,1.0,1 baño,1.0,34 m² útiles,34.0,,False,"Monjitas, 738, Centro Histórico De Santiago, Santiago",Centro Histórico De Santiago,usada,venta,departamento,santiago-metropolitana,MLC2214549629,portalinmobiliario,hoy,2026-09-03,2026-09-03,2026-09-03,1,,https://www.portalinmobiliario.com/MLC-2214549629-oportunidad-departamento-en-santiago-_JM,0.0,60000.0,2026-09-03,0.0,16.0,34.0,,,28.0,8.0,P,-33.436739,-70.6479839,
Departamento En Venta - 1d 1b - Monjitas,1900,CLF,1900.0,77665179.0,1900.0,55.88,73.0,1 dormitorio,1.0,1 baño,1.0,34 m² útiles,34.0,,False,"Monjitas, 738, Centro Histórico De Santiago, Santiago",Centro Histórico De Santiago,usada,venta,departamento,santiago-metropolitana,MLC2214536987,portalinmobiliario,hoy,2026-09-03,2026-09-03,2026-09-03,1,,https://www.portalinmobiliario.com/MLC-2214536987-departamento-en-venta-1d-1b-monjitas-_JM,0.0,60000.0,2026-09-03,0.0,16.0,34.0,,,28.0,8.0,N,-33.436739,-70.6479839,
Cumbrespro Vende Luminoso Dpto. 1d/1b Con 1e/1b,1850,CLF,1850.0,75621358.0,1850.0,56.06,82.0,1 dormitorio,1.0,1 baño,1.0,33 m² útiles,33.0,,False,"Av. Vicuña Mackenna 1200 - 1500, Ñuñoa, Santiago, Bogotá - Sierra Bella, Santiago",Bogotá - Sierra Bella,usada,venta,departamento,santiago-metropolitana,MLC4444429434,portalinmobiliario,hoy,2026-09-03,2026-09-03,2026-09-03,1,,https://www.portalinmobiliario.com/MLC-4444429434-cumbrespro-vende-luminoso-dpto-1d1b-con-1e1b-_JM,1.0,45000.0,2026-09-03,1.0,9.0,33.0,,13.0,25.0,10.0,S,-33.458581,-70.629178,
Cumbrespro Vende Luminoso Dpto. 1d/1b Con 1e/1b,1850,CLF,1850.0,75621358.0,1850.0,56.06,82.0,1 dormitorio,1.0,1 baño,1.0,33 m² útiles,33.0,,False,"Av. Vicuña Mackenna 1281, Ñuñoa, Santiago, Bogotá - Sierra Bella, Santiago",Bogotá - Sierra Bella,usada,venta,departamento,santiago-metropolitana,MLC4444441700,portalinmobiliario,hoy,2026-09-03,2026-09-03,2026-09-03,1,,https://www.portalinmobiliario.com/MLC-4444441700-cumbrespro-vende-luminoso-dpto-1d1b-con-1e1b-_JM,1.0,45000.0,2026-09-03,1.0,9.0,33.0,,13.0,25.0,10.0,S,-33.458581,-70.629178,
