title,price_uf,price_clp,m2_utiles,uf_per_m2,zona_uf_m2,bedrooms_n,parking,gastos_comunes_clp,comuna,barrio,first_seen_date,publicado_fecha_est,url
Moderno Departamento En Los Dominicos 2 Dorms 2 Baños,8000.0,327042880.0,70.0,114.29,107.0,2.0,1.0,160000.0,Las Condes,Los Dominicos,2026-09-04,2026-09-04,https://www.portalinmobiliario.com/MLC-4449873756-moderno-departamento-en-los-dominicos-2-dorms-2-banos-_JM
Departamento En Venta De 1 Dorm. 1 Baño En Las Condes,5378.0,219854576.0,47.0,114.43,192.0,1.0,0.0,130000.0,Las Condes,Mall Sport,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-4441940236-departamento-en-venta-de-1-dorm-1-bano-en-las-condes-_JM
"Departamento En Venta Metro Pedro De Valdivia, Providencia",4350.0,177829566.0,38.0,114.47,156.0,1.0,1.0,140000.0,Providencia,Providencia,2026-08-27,2026-08-29,https://www.portalinmobiliario.com/MLC-4416376838-departamento-en-venta-metro-pedro-de-valdivia-providencia-_JM
Departamento En Venta De 2 Dorm. En Las Condes,5500.0,224841980.0,48.0,114.58,164.0,2.0,1.0,138000.0,Las Condes,Metro Hernando De Magallanes,2026-08-23,2026-08-23,https://www.portalinmobiliario.com/MLC-4391456226-departamento-en-venta-de-2-dorm-en-las-condes-_JM
Venta Amoblado 1d/1b/1e/1b,5500.0,224841980.0,48.0,114.58,162.0,1.0,1.0,80000.0,Las Condes,Barrio El Golf,2026-08-24,2026-08-24,https://www.portalinmobiliario.com/MLC-4394310620-venta-amoblado-1d1b1e1b-_JM
"Venta Departamento, Linda Vista, 2/d -2/b Estupenda Ubicació",6190.0,253049428.0,54.0,114.63,98.0,2.0,1.0,200000.0,Providencia,,2026-08-27,,https://www.portalinmobiliario.com/MLC-2198180175-venta-departamento-linda-vista-2d-2b-estupenda-ubicacio-_JM
Departamento En Venta De 3 Dorm. En Las Condes,10900.0,445595924.0,95.0,114.74,102.0,3.0,1.0,0.0,Las Condes,Mall Sport,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-4441939480-departamento-en-venta-de-3-dorm-en-las-condes-_JM
Metro Inés De Suárez / Iluminado / Bien Ubicado,9190.0,375690508.0,80.0,114.88,,2.0,2.0,,Providencia,Inés De Suárez,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-2211621077-metro-ines-de-suarez-iluminado-bien-ubicado-_JM
Espectacular Depto.  Martin De Zamora Estadio Español,9200.0,376099312.0,80.0,115.0,95.0,2.0,2.0,250000.0,Las Condes,Metro Escuela Militar,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-4404570916-espectacular-depto-martin-de-zamora-estadio-espanol-_JM
Venta De Depto En Las Condes | 2d + 2b + E + B | (180746),8630.0,352797507.0,75.0,115.07,111.0,2.0,1.0,150000.0,Las Condes,Parque Arauco,2026-08-28,2026-08-28,https://www.portalinmobiliario.com/MLC-2201193847-venta-de-depto-en-las-condes-2d-2b-e-b-180746-_JM
Exclusivo Departamento En Las Condes. Vista Panorámica 2d+2b,8400.0,343395024.0,73.0,115.07,111.0,2.0,1.0,170000.0,Las Condes,Alto Las Condes,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-2208872943-exclusivo-departamento-en-las-condes-vista-panoramica-2d2b-_JM
Departamento Manquehue Norte,9900.0,404715564.0,86.0,115.12,,3.0,1.0,,Las Condes,Nueva Las Condes,2026-08-27,2026-08-29,https://www.portalinmobiliario.com/MLC-4416381014-departamento-manquehue-norte-_JM
¡oportunidad! Para Invertir Cerca Mall Sport,4950.0,202357782.0,43.0,115.12,191.0,1.0,1.0,110000.0,Las Condes,Mall Sport,2026-08-22,2026-08-23,https://www.portalinmobiliario.com/MLC-4385472946-oportunidad-para-invertir-cerca-mall-sport-_JM
"Departamento 1 Dormitorio Estacionamiento, Bodega Y Terraza",4490.0,183552816.0,39.0,115.13,155.0,1.0,1.0,140000.0,Providencia,Pedro De Valdivia,2026-09-03,2026-09-03,https://www.portalinmobiliario.com/MLC-4443912638-departamento-1-dormitorio-estacionamiento-bodega-y-terraza-_JM
Venta Departamento  Las Condes  1  Dormitorio,5990.0,244873356.0,52.0,115.19,107.0,1.0,1.0,180000.0,Las Condes,Metro Hernando De Magallanes,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-4450259308-venta-departamento-las-condes-1-dormitorio-_JM
Rebajado Escandinavia Metro Manquehue,6800.0,277986448.0,59.0,115.25,111.0,2.0,1.0,170000.0,Las Condes,Metro Manquehue - Apumanque,2026-08-25,2026-08-25,https://www.portalinmobiliario.com/MLC-4397983370-rebajado-escandinavia-metro-manquehue-_JM
Departamento En Venta De 2 Dorm. En Providencia,8300.0,339306988.0,72.0,115.28,103.0,2.0,1.0,160000.0,Providencia,Metro Bilbao,2026-08-22,2026-08-23,https://www.portalinmobiliario.com/MLC-2183959139-departamento-en-venta-de-2-dorm-en-providencia-_JM
Barrio El Golf | Totalmente Remodelado,7960.0,325407666.0,69.0,115.36,,2.0,0.0,,Las Condes,Barrio El Golf,2026-08-30,2026-08-30,https://www.portalinmobiliario.com/MLC-4427328532-barrio-el-golf-totalmente-remodelado-_JM
Rebajado! Amplio Departamento/3 Estacionamientos/la Cabaña,7500.0,306602700.0,65.0,115.38,110.0,2.0,2.0,0.0,Las Condes,Mall Sport,2026-09-04,2026-09-04,https://www.portalinmobiliario.com/MLC-4447968734-rebajado-amplio-departamento3-estacionamientosla-cabana-_JM
Departamento En Venta De 2 Dorm. En Providencia,7500.0,306602700.0,65.0,115.38,98.0,2.0,1.0,180000.0,Providencia,Las Lilas,2026-09-04,2026-09-04,https://www.portalinmobiliario.com/MLC-2217037733-departamento-en-venta-de-2-dorm-en-providencia-_JM
Departamento En Venta En Las Condes,10850.0,443551906.0,94.0,115.43,88.0,3.0,1.0,190000.0,Las Condes,Colón Oriente - Vital Apoquindo,2026-08-25,2026-08-25,https://www.portalinmobiliario.com/MLC-2189296505-departamento-en-venta-en-las-condes-_JM
Depto Vista Despejada 3 Dormitorios 2 Baños,10400.0,425155744.0,90.0,115.56,107.0,3.0,1.0,250000.0,Las Condes,Alto Las Condes,2026-08-28,2026-08-28,https://www.portalinmobiliario.com/MLC-2202246081-depto-vista-despejada-3-dormitorios-2-banos-_JM
Oportunidad Como Inversión Para Renta Corta Metro Sta Ana,2890.0,118144240.0,25.0,115.6,73.0,1.0,0.0,65000.0,Santiago,Barrio Brasil,2026-08-27,,https://www.portalinmobiliario.com/MLC-4411465216-oportunidad-como-inversion-para-renta-corta-metro-sta-ana-_JM
Espectacular Departamento En Alcántara,7750.0,316822790.0,67.0,115.67,103.0,2.0,1.0,210000.0,Las Condes,Barrio El Golf,2026-09-03,2026-09-03,https://www.portalinmobiliario.com/MLC-4443891492-espectacular-departamento-en-alcantara-_JM
Depto Nuevo En Lyon,8100.0,331130916.0,70.0,115.71,98.0,2.0,1.0,0.0,Providencia,Los Leones,2026-09-04,2026-09-04,https://www.portalinmobiliario.com/MLC-2217031653-depto-nuevo-en-lyon-_JM
Lado Metro. Impecable. Gran Terraza. 2 Dorm. 2baños. 2 Est.,6600.0,269810376.0,57.0,115.79,,2.0,2.0,,Providencia,Inés De Suárez,2026-09-03,2026-09-03,https://www.portalinmobiliario.com/MLC-2213131651-lado-metro-impecable-gran-terraza-2-dorm-2banos-2-est-_JM
Cómodo Y Moderno Departamento En Providencia,4400.0,179873584.0,38.0,115.79,,1.0,1.0,,Providencia,Manuel Montt,2026-09-04,2026-09-04,https://www.portalinmobiliario.com/MLC-4447122934-comodo-y-moderno-departamento-en-providencia-_JM
Pocuro - Amapolas - Linda Vista Al Parque,8350.0,341351006.0,72.0,115.97,,2.0,1.0,,Providencia,Las Lilas,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-4441437400-pocuro-amapolas-linda-vista-al-parque-_JM
Exclusivo Depto. Remodelado En El Golf.,11150.0,455816014.0,96.0,116.15,,2.0,1.0,,Las Condes,Barrio El Golf,2026-09-04,2026-09-04,https://www.portalinmobiliario.com/MLC-4447990838-exclusivo-depto-remodelado-en-el-golf-_JM
Remodelado /el Golf/amoblado,11150.0,455816014.0,96.0,116.15,99.0,2.0,1.0,150000.0,Las Condes,Barrio El Golf,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-2211797879-remodelado-el-golfamoblado-_JM
Departamento En Venta En Las Condes / Remodelado,11150.0,455816014.0,96.0,116.15,99.0,2.0,1.0,150000.0,Las Condes,Barrio El Golf,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-2211373581-departamento-en-venta-en-las-condes-remodelado-_JM
Departamento En Venta De 1 Dorm. En Providencia,5000.0,204401800.0,43.0,116.28,156.0,1.0,1.0,100000.0,Providencia,Pedro De Valdivia,2026-08-27,,https://www.portalinmobiliario.com/MLC-2196893533-departamento-en-venta-de-1-dorm-en-providencia-_JM
Expectacular Departamento En Providencia  (88633),9900.0,404715564.0,85.0,116.47,94.0,2.0,1.0,120000.0,Providencia,Manuel Montt,2026-08-28,2026-08-28,https://www.portalinmobiliario.com/MLC-4421195362-expectacular-departamento-en-providencia-88633-_JM
Exclusivo Departamento Providencia Edificio Da2065,10500.0,429243780.0,90.0,116.67,89.0,3.0,2.0,200000.0,Providencia,Metro Bilbao,2026-08-28,2026-08-28,https://www.portalinmobiliario.com/MLC-4419508248-exclusivo-departamento-providencia-edificio-da2065-_JM
"Metro Manquehue, Apumanque (180272)",4900.0,200313764.0,42.0,116.67,165.0,1.0,1.0,90000.0,Las Condes,Metro Manquehue - Apumanque,2026-08-25,2026-08-25,https://www.portalinmobiliario.com/MLC-4397987944-metro-manquehue-apumanque-180272-_JM
Acogedor Dpto Rebajado (180639),4900.0,200313764.0,42.0,116.67,164.0,1.0,1.0,200000.0,Las Condes,Metro Hernando De Magallanes,2026-08-28,2026-08-28,https://www.portalinmobiliario.com/MLC-2200302181-acogedor-dpto-rebajado-180639-_JM
Departamento Amoblado En Venta De 2 Dorm. En Las Condes,9000.0,367923240.0,77.0,116.88,112.0,2.0,1.0,230000.0,Las Condes,Mall Sport,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-2209691519-departamento-amoblado-en-venta-de-2-dorm-en-las-condes-_JM
Depto 1 Dorm + 1 Est + 1 Bodega  - Providencia,5499.0,224801100.0,47.0,117.0,155.0,1.0,1.0,100000.0,Providencia,Pedro De Valdivia,2026-08-31,2026-08-31,https://www.portalinmobiliario.com/MLC-4436470084-depto-1-dorm-1-est-1-bodega-providencia-_JM
Oportunidad!!! Departamento De 1d/1b En Las Condes,5850.0,239150106.0,50.0,117.0,171.0,1.0,1.0,230000.0,Las Condes,Barrio El Golf,2026-08-22,2026-08-23,https://www.portalinmobiliario.com/MLC-4385505254-oportunidad-departamento-de-1d1b-en-las-condes-_JM
Parque Inez De Suarez/vista Despejada/sin Comision/nuevo/,9600.0,392451456.0,82.0,117.07,,3.0,1.0,,Providencia,Inés De Suárez,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-4440985982-parque-inez-de-suarezvista-despejadasin-comisionnuevo-_JM
3d/2b Con Gran Terraza En Las Condes (180628),8900.0,363835204.0,76.0,117.11,101.0,3.0,1.0,180000.0,Las Condes,Rotonda Atenas,2026-08-27,2026-08-29,https://www.portalinmobiliario.com/MLC-4416376476-3d2b-con-gran-terraza-en-las-condes-180628-_JM
Maravillosa Vista Piso Alto / Directo Cerro San Cristobal,8200.0,335218952.0,70.0,117.14,98.0,2.0,2.0,250000.0,Providencia,Pedro De Valdivia Norte,2026-08-28,2026-08-28,https://www.portalinmobiliario.com/MLC-2201195831-maravillosa-vista-piso-alto-directo-cerro-san-cristobal-_JM
Departamento En Venta De 1 Dorm. Con Estac. En Providencia,4100.0,167609476.0,35.0,117.14,156.0,1.0,1.0,130000.0,Providencia,Los Leones,2026-08-25,2026-08-25,https://www.portalinmobiliario.com/MLC-2191057825-departamento-en-venta-de-1-dorm-con-estac-en-providencia-_JM
Orientacion Norte // 2 Estacionamientos (66214),7500.0,306602700.0,64.0,117.19,110.0,2.0,2.0,200000.0,Las Condes,Mall Sport,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-2211367901-orientacion-norte-2-estacionamientos-66214-_JM
Departamento En Venta De 2 Dorm. En Las Condes,8800.0,359747168.0,75.0,117.33,111.0,2.0,1.0,250000.0,Las Condes,Parque Arauco,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-4437185920-departamento-en-venta-de-2-dorm-en-las-condes-_JM
Depto 2d2b Av. Kennedy | Apto Airbnb | 8.800 Uf,8800.0,359747168.0,75.0,117.33,111.0,2.0,0.0,250000.0,Las Condes,Parque Arauco,2026-09-04,2026-09-04,https://www.portalinmobiliario.com/MLC-4449873138-depto-2d2b-av-kennedy-apto-airbnb-8800-uf-_JM
Excelente Ubicación! Kennedy/ Parque Arauco,8800.0,359747168.0,75.0,117.33,111.0,2.0,1.0,250000.0,Las Condes,Parque Arauco,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-2211617661-excelente-ubicacion-kennedy-parque-arauco-_JM
Depto 2d Ubicación Privilegiada Escuela Militar,7400.0,302514664.0,63.0,117.46,112.0,2.0,1.0,200000.0,Las Condes,Metro Escuela Militar,2026-08-31,2026-08-31,https://www.portalinmobiliario.com/MLC-4432297830-depto-2d-ubicacion-privilegiada-escuela-militar-_JM
Departamento En Venta De 1 Dorm. En Las Condes,4700.0,192137692.0,40.0,117.5,163.0,1.0,1.0,140000.0,Las Condes,Sebastián Elcano,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-2193871851-departamento-en-venta-de-1-dorm-en-las-condes-_JM
Departamento En Venta De 3 Dorm. En Providencia,10117.0,413586602.0,86.0,117.64,82.0,3.0,0.0,0.0,Providencia,Inés De Suárez,2026-08-29,2026-08-29,https://www.portalinmobiliario.com/MLC-4422154298-departamento-en-venta-de-3-dorm-en-providencia-_JM
Las Condes Excelente Dpto Inversión,4000.0,163521440.0,34.0,117.65,164.0,1.0,1.0,,Las Condes,Metro Hernando De Magallanes,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-2212119519-las-condes-excelente-dpto-inversion-_JM
Moderno / Azotea Privada / 3d / 2b / Providencia,10600.0,433331816.0,90.0,117.78,,3.0,2.0,,Providencia,Suiza,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-2211801689-moderno-azotea-privada-3d-2b-providencia-_JM
1d 1b En Las Condesterraza Y Vista A Patio,4950.0,202357782.0,42.0,117.86,192.0,1.0,1.0,110000.0,Las Condes,Mall Sport,2026-09-03,2026-09-03,https://www.portalinmobiliario.com/MLC-2214554607-1d-1b-en-las-condesterraza-y-vista-a-patio-_JM
Excelente Departamento Ubicado En Una Zona Espectacular,10500.0,429243780.0,89.0,117.98,99.0,3.0,1.0,,Las Condes,Metro Escuela Militar,2026-09-03,2026-09-03,https://www.portalinmobiliario.com/MLC-2215986273-excelente-departamento-ubicado-en-una-zona-espectacular-_JM
"Ideal Para Inversión, Amplio Y Luminoso (175751)",4250.0,173741530.0,36.0,118.06,155.0,1.0,1.0,125000.0,Providencia,Los Leones,2026-08-31,2026-08-31,https://www.portalinmobiliario.com/MLC-2207057745-ideal-para-inversion-amplio-y-luminoso-175751-_JM
"Moderno Depto De 1 Dormitorio, Sector Mall Sport",5550.0,226885998.0,47.0,118.09,190.0,1.0,1.0,140000.0,Las Condes,Mall Sport,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-2219777623-moderno-depto-de-1-dormitorio-sector-mall-sport-_JM
Departamento En Venta De 2 Dorm. En Providencia,7800.0,318866808.0,66.0,118.18,68.0,2.0,0.0,200000.0,Providencia,Salvador,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-2219751731-departamento-en-venta-de-2-dorm-en-providencia-_JM
Hermoso Departamento Con Todas Las Comodidades,7800.0,318866808.0,66.0,118.18,68.0,2.0,1.0,0.0,Providencia,Salvador,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-4439406168-hermoso-departamento-con-todas-las-comodidades-_JM
Nuevo! Amplio (67m2)+1d+1b+terraza+estac+bod-plaza Las Lilas,6390.0,261225500.0,54.0,118.33,98.0,1.0,1.0,130000.0,Providencia,Las Lilas,2026-09-03,2026-09-03,https://www.portalinmobiliario.com/MLC-4444257200-nuevo-amplio-67m21d1bterrazaestacbod-plaza-las-lilas-_JM
Departamento En Venta De 2d &#43; 2b En El Golf,7100.0,290250556.0,60.0,118.33,107.0,2.0,2.0,254000.0,Las Condes,Barrio El Golf,2026-08-24,2026-08-24,https://www.portalinmobiliario.com/MLC-2187462627-departamento-en-venta-de-2d-43-2b-en-el-golf-_JM
"Recuperado Depto 1d 1b Est. Arturo Prat 655, Santiago Centro",2959.0,120964985.0,25.0,118.36,74.0,1.0,1.0,,Santiago,San Diego,2026-08-24,2026-08-24,https://www.portalinmobiliario.com/MLC-2187509337-recuperado-depto-1d-1b-est-arturo-prat-655-santiago-centro-_JM
Departamento Santa Elvira Id: 173718,2960.0,121005866.0,25.0,118.4,82.0,1.0,0.0,50000.0,Santiago,Bogotá - Sierra Bella,2026-08-25,2026-08-25,https://www.portalinmobiliario.com/MLC-4397986094-departamento-santa-elvira-id-173718-_JM
Depto En Las Condes En Venta De 1 Dormitorio 1 Baño,4500.0,183961620.0,38.0,118.42,162.0,1.0,2.0,90000.0,Las Condes,Vaticano,2026-08-28,2026-08-28,https://www.portalinmobiliario.com/MLC-4420574552-depto-en-las-condes-en-venta-de-1-dormitorio-1-bano-_JM
Departamento En Venta De 2 Dorm. En Providencia,8300.0,339306988.0,70.0,118.57,98.0,2.0,1.0,165000.0,Providencia,Pedro De Valdivia Norte,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-2193871553-departamento-en-venta-de-2-dorm-en-providencia-_JM
En Venta Depto Moderno Y Espacioso Cerca Del Metro Manquehue,8900.0,363835204.0,75.0,118.67,111.0,1.0,1.0,280000.0,Las Condes,Metro Manquehue - Apumanque,2026-08-28,2026-08-28,https://www.portalinmobiliario.com/MLC-4419779228-en-venta-depto-moderno-y-espacioso-cerca-del-metro-manquehue-_JM
Cómodo Departamento En Venta En San Damián,7600.0,310690736.0,64.0,118.75,114.0,2.0,1.0,297000.0,Las Condes,San Damián,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-4404453144-comodo-departamento-en-venta-en-san-damian-_JM
Loft / Vista Despejada / Las Tranqueras,7500.0,306602700.0,63.0,119.05,107.0,1.0,1.0,0.0,Las Condes,Metro Hernando De Magallanes,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-2219178401-loft-vista-despejada-las-tranqueras-_JM
Departamento / Townhouse / 4 Pisos / Provi,10490.0,428834976.0,88.0,119.2,,2.0,2.0,,Providencia,Campus Oriente,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-2211621667-departamento-townhouse-4-pisos-provi-_JM
Venta Departamento 1hab 1ba Las Condes,4890.0,199904960.0,41.0,119.27,180.0,1.0,1.0,100000.0,Las Condes,Metro Escuela Militar,2026-08-27,,https://www.portalinmobiliario.com/MLC-2197351293-venta-departamento-1hab-1ba-las-condes-_JM
Moderno Dpto.para Vivir O Invertir (c/ Novación De Crédito),8350.0,341351006.0,70.0,119.29,,2.0,2.0,,Providencia,Pedro De Valdivia,2026-09-04,2026-09-04,https://www.portalinmobiliario.com/MLC-2216002965-moderno-dptopara-vivir-o-invertir-c-novacion-de-credito-_JM
Venta Departamento 1hab 1ba Providencia,5500.0,224841980.0,46.0,119.57,160.0,1.0,1.0,150000.0,Providencia,Las Lilas,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-4450243584-venta-departamento-1hab-1ba-providencia-_JM
Departamento En Venta De 1 Dorm. En Providencia,5500.0,224841980.0,46.0,119.57,160.0,1.0,1.0,150000.0,Providencia,Las Lilas,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-4449883652-departamento-en-venta-de-1-dorm-en-providencia-_JM
Ideal Para Invertir O Vivir A Pasos De Metro Herna...,4790.0,195816924.0,40.0,119.75,,1.0,1.0,,Las Condes,Las Condes,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-2209692103-ideal-para-invertir-o-vivir-a-pasos-de-metro-herna-_JM
Depto Remodelado En Venta Con Increíble Quincho De 36 Metros,8400.0,343395024.0,70.0,120.0,101.0,2.0,2.0,190000.0,Las Condes,Rotonda Atenas,2026-08-23,2026-08-23,https://www.portalinmobiliario.com/MLC-2185678485-depto-remodelado-en-venta-con-increible-quincho-de-36-metros-_JM
Departamento San Diego Id: 121377,1800.0,73584648.0,15.0,120.0,74.0,1.0,0.0,68000.0,Santiago,Bulnes,2026-08-25,2026-08-25,https://www.portalinmobiliario.com/MLC-2191904643-departamento-san-diego-id-121377-_JM
Depto 2d+1b+1e Providencia Metro P De Valdivia,5400.0,220753944.0,45.0,120.0,155.0,2.0,1.0,135000.0,Providencia,Pedro De Valdivia,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-2212109529-depto-2d1b1e-providencia-metro-p-de-valdivia-_JM
Departamento En Venta De 2 Dorm / 2 Estacion. En Providencia,8290.0,338898184.0,69.0,120.14,84.0,2.0,2.0,200000.0,Providencia,Plaza De La Alcaldesa,2026-09-03,2026-09-03,https://www.portalinmobiliario.com/MLC-2214537815-departamento-en-venta-de-2-dorm-2-estacion-en-providencia-_JM
Departamento 2 Dormitorios Excelente Ubicación Y Rica Terraz,6020.0,246099767.0,50.0,120.4,181.0,2.0,1.0,110000.0,Las Condes,Metro Escuela Militar,2026-08-28,2026-08-28,https://www.portalinmobiliario.com/MLC-2201515887-departamento-2-dormitorios-excelente-ubicacion-y-rica-terraz-_JM
Departamento En Venta En Santiago,2650.0,108332954.0,22.0,120.45,82.0,,0.0,47000.0,Santiago,Santa Isabel,2026-08-31,2026-08-31,https://www.portalinmobiliario.com/MLC-2208662237-departamento-en-venta-en-santiago-_JM
"Depto Con Patio Y Azotea En Providencia, 127 M2",10490.0,428834976.0,87.0,120.57,86.0,2.0,1.0,60000.0,Providencia,Campus Oriente,2026-08-31,2026-08-31,https://www.portalinmobiliario.com/MLC-4430069524-depto-con-patio-y-azotea-en-providencia-127-m2-_JM
Oportunidad Única Depto Zona Residencial,4830.0,197452139.0,40.0,120.75,163.0,1.0,1.0,140000.0,Las Condes,Sebastián Elcano,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-2193646563-oportunidad-unica-depto-zona-residencial-_JM
2d/2b Con Terraza Y Seguridad A Pasos De Todo,5800.0,237106088.0,48.0,120.83,155.0,2.0,1.0,150000.0,Providencia,Manuel Montt,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-2213114091-2d2b-con-terraza-y-seguridad-a-pasos-de-todo-_JM
Departamento En Venta De 2 Dorm. En Providencia,8225.0,336240961.0,68.0,120.96,98.0,2.0,2.0,330000.0,Providencia,Las Lilas,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-4450243008-departamento-en-venta-de-2-dorm-en-providencia-_JM
El Bosque / Carmen Sylva,8225.0,336240961.0,68.0,120.96,98.0,2.0,2.0,320000.0,Providencia,Las Lilas,2026-09-03,2026-09-03,https://www.portalinmobiliario.com/MLC-4444429600-el-bosque-carmen-sylva-_JM
Departamento En Venta 3 Dorm. Y 3 Baños En Providencia,10685.0,436806647.0,88.0,121.42,82.0,3.0,0.0,0.0,Providencia,Inés De Suárez,2026-08-29,2026-08-29,https://www.portalinmobiliario.com/MLC-4423668500-departamento-en-venta-3-dorm-y-3-banos-en-providencia-_JM
Venta Dpto. Tipo Mariposas 2d 2b 2e 1b Providencia,7290.0,298017824.0,60.0,121.5,85.0,2.0,2.0,300000.0,Providencia,Pedro De Valdivia,2026-08-27,,https://www.portalinmobiliario.com/MLC-4410878836-venta-dpto-tipo-mariposas-2d-2b-2e-1b-providencia-_JM
"Departamento En Venta, Calle California, Providencia,",4990.0,203992996.0,41.0,121.71,112.0,2.0,1.0,130000.0,Providencia,Providencia,2026-08-22,2026-08-23,https://www.portalinmobiliario.com/MLC-4386823472-departamento-en-venta-calle-california-providencia-_JM
Ap768 E. Español 1d 1b 39 M2 Y 3.5 De Terraza Est Y Bod,4750.0,194181710.0,39.0,121.79,181.0,1.0,1.0,92239.0,Las Condes,Metro Escuela Militar,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-4404089266-ap768-e-espanol-1d-1b-39-m2-y-35-de-terraza-est-y-bod-_JM
Matilde Salamanca - Silvina Hurtado / Plaza Ambrosio Del Río,6700.0,273898412.0,55.0,121.82,98.0,2.0,1.0,150000.0,Providencia,Pedro De Valdivia,2026-08-28,2026-08-28,https://www.portalinmobiliario.com/MLC-4420573940-matilde-salamanca-silvina-hurtado-plaza-ambrosio-del-rio-_JM
Concepto Innovador En Santiago Centro,2682.0,109641126.0,22.0,121.91,,1.0,0.0,,Santiago,Santa Isabel,2026-08-27,,https://www.portalinmobiliario.com/MLC-4411466090-concepto-innovador-en-santiago-centro-_JM
Sector Francisco Bilbao / Nuevo / Increíbles Áreas Comunes,10497.0,429121139.0,86.0,122.06,,2.0,1.0,,Las Condes,Vaticano,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-2211622279-sector-francisco-bilbao-nuevo-increibles-areas-comunes-_JM
Departamento En Venta En Las Condes,10497.0,429121139.0,86.0,122.06,,2.0,2.0,,Las Condes,Vaticano,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-4440981966-departamento-en-venta-en-las-condes-_JM
Departamento Venta 1 Dormitorio Clinica Las Condeslas Condes,5500.0,224841980.0,45.0,122.22,176.0,1.0,1.0,115000.0,Las Condes,Estoril,2026-08-28,2026-08-28,https://www.portalinmobiliario.com/MLC-4420577426-departamento-venta-1-dormitorio-clinica-las-condeslas-condes-_JM
Sin Comisión!! Departamento 2 Dormitorios. Entrega Futura!,7591.0,310322813.0,62.0,122.44,,2.0,1.0,,Las Condes,Alto Las Condes,2026-08-29,2026-08-29,https://www.portalinmobiliario.com/MLC-4422223422-sin-comision-departamento-2-dormitorios-entrega-futura-_JM
Venta Departamento Las Condes,4900.0,200313764.0,40.0,122.5,164.0,1.0,0.0,65000.0,Las Condes,Apumanque,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-2211793689-venta-departamento-las-condes-_JM
Departamento En Venta De 2 Dorm. En Providencia,7473.0,305498930.0,61.0,122.51,85.0,2.0,0.0,91500.0,Providencia,Inés De Suárez,2026-08-25,2026-08-25,https://www.portalinmobiliario.com/MLC-2190760695-departamento-en-venta-de-2-dorm-en-providencia-_JM
Invierte : Venta En Verde Dpto Studio En Santiago Centro,2084.0,85194670.0,17.0,122.59,74.0,1.0,0.0,0.0,Santiago,Parque Almagro,2026-08-29,2026-08-29,https://www.portalinmobiliario.com/MLC-4423668334-invierte-venta-en-verde-dpto-studio-en-santiago-centro-_JM
Departamento En Venta De 1 Dorm. En Providencia,3680.0,150439725.0,30.0,122.67,156.0,1.0,0.0,90000.0,Providencia,Manuel Montt,2026-08-29,2026-08-29,https://www.portalinmobiliario.com/MLC-4422457624-departamento-en-venta-de-1-dorm-en-providencia-_JM
"Parque Arauco, 2 D+2 B, 1 Estacionamiento",8600.0,351571096.0,70.0,122.86,111.0,2.0,1.0,,Las Condes,Parque Arauco,2026-09-03,2026-09-03,https://www.portalinmobiliario.com/MLC-2214539369-parque-arauco-2-d2-b-1-estacionamiento-_JM
